sale_id,order_id,customer_id,product_id,order_date,ship_date,ship_mode,sales,quantity,discount,profit,order_date_clean
CA-2015-111094_1782,CA-2015-111094,CB-12535,"Office Supplies_Binders_Wilson Jones Ledger-Size, Piano-Hinge Binder, 2", Blue",07-09-2015,7/13/2015,"Standard Class",122.94,3,0,59.0112,2015-09-07
CA-2017-166317_1783,CA-2017-166317,JE-15610,"Office Supplies_Paper_Xerox 1940",9/22/2017,9/26/2017,"Standard Class",219.84,4,0,107.7216,2017-09-22
CA-2017-166317_1784,CA-2017-166317,JE-15610,"Technology_Accessories_Logitech Desktop MK120 Mouse and keyboard Combo",9/22/2017,9/26/2017,"Standard Class",98.16,6,0,9.816,2017-09-22
CA-2017-166317_1785,CA-2017-166317,JE-15610,"Office Supplies_Binders_ACCOHIDE Binder by Acco",9/22/2017,9/26/2017,"Standard Class",33.04,8,0,15.5288,2017-09-22
CA-2017-166317_1786,CA-2017-166317,JE-15610,"Technology_Phones_AT&T CL82213",9/22/2017,9/26/2017,"Standard Class",86.97,3,0,25.2213,2017-09-22
CA-2015-154326_1787,CA-2015-154326,RP-19855,"Technology_Phones_Innergie mMini Combo Duo USB Travel Charging Kit",2/15/2015,2/19/2015,"Standard Class",134.97,3,0,64.7856,2015-02-15
CA-2015-154326_1788,CA-2015-154326,RP-19855,"Technology_Phones_Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",2/15/2015,2/19/2015,"Standard Class",699.98,2,0,195.9944,2015-02-15
CA-2015-154326_1789,CA-2015-154326,RP-19855,"Technology_Accessories_Maxell LTO Ultrium - 800 GB",2/15/2015,2/19/2015,"Standard Class",139.95,5,0,26.5905,2015-02-15
CA-2014-102008_1790,CA-2014-102008,RA-19915,"Office Supplies_Paper_Tops Green Bar Computer Printout Paper",9/30/2014,10-04-2014,"Standard Class",48.94,1,0,24.47,2014-09-30
CA-2014-120474_1791,CA-2014-120474,RP-19390,"Furniture_Chairs_Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat",12-01-2014,12-03-2014,"First Class",2807.84,8,0,673.8816,2014-01-12
CA-2014-120474_1792,CA-2014-120474,RP-19390,"Office Supplies_Art_Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",12-01-2014,12-03-2014,"First Class",46.64,4,0,12.5928,2014-01-12
CA-2014-104773_1793,CA-2014-104773,TB-21175,"Office Supplies_Storage_Companion Letter/Legal File, Black",12-08-2014,12/13/2014,"Standard Class",60.416,2,0.2,6.0416,2014-08-12
CA-2016-140774_1794,CA-2016-140774,BE-11455,"Office Supplies_Art_Panasonic KP-380BK Classic Electric Pencil Sharpener",09-05-2016,09-10-2016,"Standard Class",107.94,3,0,26.985,2016-05-09
US-2017-139465_1795,US-2017-139465,MR-17545,"Office Supplies_Storage_Iris Project Case",8/27/2017,8/30/2017,"First Class",63.84,8,0,16.5984,2017-08-27
US-2017-139465_1796,US-2017-139465,MR-17545,"Technology_Phones_GE 30522EE2",8/27/2017,8/30/2017,"First Class",347.97,3,0,100.9113,2017-08-27
US-2017-139465_1797,US-2017-139465,MR-17545,"Office Supplies_Binders_DXL Angle-View Binders with Locking Rings by Samsill",8/27/2017,8/30/2017,"First Class",37.008,6,0.2,11.565,2017-08-27
CA-2016-100965_1798,CA-2016-100965,RM-19375,"Furniture_Furnishings_Howard Miller 11-1/2" Diameter Grantwood Wall Clock",07-07-2016,07-11-2016,"Standard Class",215.65,5,0,73.321,2016-07-07
CA-2016-121034_1799,CA-2016-121034,JF-15565,"Office Supplies_Fasteners_OIC Bulk Pack Metal Binder Clips",08-08-2016,08-10-2016,"Second Class",11.168,4,0.2,3.6296,2016-08-08
CA-2016-121034_1800,CA-2016-121034,JF-15565,"Office Supplies_Paper_Ink Jet Note and Greeting Cards, 8-1/2" x 5-1/2" Card Size",08-08-2016,08-10-2016,"Second Class",53.952,3,0.2,17.5344,2016-08-08
CA-2016-149461_1801,CA-2016-149461,AS-10135,"Furniture_Furnishings_Eldon Image Series Desk Accessories, Burgundy",11/13/2016,11/19/2016,"Standard Class",4.18,1,0,1.5048,2016-11-13
CA-2017-158379_1802,CA-2017-158379,JA-15970,"Office Supplies_Binders_Clear Mylar Reinforcing Strips",9/22/2017,9/26/2017,"Second Class",5.607,1,0.7,-4.2987,2017-09-22
CA-2017-158379_1803,CA-2017-158379,JA-15970,"Office Supplies_Supplies_Martin Yale Chadless Opener Electric Letter Opener",9/22/2017,9/26/2017,"Second Class",4663.736,7,0.2,-1049.3406,2017-09-22
CA-2017-158379_1804,CA-2017-158379,JA-15970,"Technology_Accessories_Logitech Wireless Marathon Mouse M705",9/22/2017,9/26/2017,"Second Class",79.984,2,0.2,22.9954,2017-09-22
US-2016-116729_1805,US-2016-116729,GK-14620,"Technology_Phones_Samsung Galaxy Note 2",12/25/2016,12/28/2016,"First Class",2575.944,7,0.2,257.5944,2016-12-25
US-2016-116729_1806,US-2016-116729,GK-14620,"Office Supplies_Paper_Xerox 225",12/25/2016,12/28/2016,"First Class",45.36,7,0,21.7728,2016-12-25
US-2016-116729_1807,US-2016-116729,GK-14620,"Technology_Accessories_SanDisk Cruzer 64 GB USB Flash Drive",12/25/2016,12/28/2016,"First Class",254.24,7,0,76.272,2016-12-25
CA-2016-164938_1808,CA-2016-164938,PB-19210,"Technology_Phones_Mediabridge Sport Armband iPhone 5s",02-11-2016,2/13/2016,"First Class",69.93,7,0,0.6993,2016-11-02
CA-2016-165484_1809,CA-2016-165484,HK-14890,"Furniture_Furnishings_DAX Cubicle Frames - 8x10",10/23/2016,10/29/2016,"Standard Class",16.156,7,0.6,-12.117,2016-10-23
CA-2016-165484_1810,CA-2016-165484,HK-14890,"Office Supplies_Paper_Xerox 1929",10/23/2016,10/29/2016,"Standard Class",54.816,3,0.2,17.8152,2016-10-23
CA-2014-132612_1811,CA-2014-132612,FO-14305,"Furniture_Tables_Bevis 44 x 96 Conference Tables",06-09-2014,06-11-2014,"Second Class",1441.3,7,0,245.021,2014-09-06
US-2017-161193_1812,US-2017-161193,BT-11680,"Furniture_Furnishings_Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",11/20/2017,11/26/2017,"Standard Class",77.6,5,0.2,28.13,2017-11-20
US-2017-161193_1813,US-2017-161193,BT-11680,"Furniture_Furnishings_GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",11/20/2017,11/26/2017,"Standard Class",4.656,2,0.2,1.5714,2017-11-20
CA-2015-131597_1814,CA-2015-131597,SP-20620,"Furniture_Tables_KI Conference Tables",9/14/2015,9/18/2015,"Standard Class",170.136,3,0.2,-8.5068,2015-09-14
CA-2015-164833_1815,CA-2015-164833,LL-16840,"Office Supplies_Labels_Avery 501",06-04-2015,06-04-2015,"Same Day",7.38,2,0,3.4686,2015-04-06
CA-2015-164833_1816,CA-2015-164833,LL-16840,"Office Supplies_Art_Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",06-04-2015,06-04-2015,"Same Day",9.26,2,0,3.0558,2015-04-06
CA-2015-125423_1817,CA-2015-125423,MC-17575,"Office Supplies_Labels_Avery 513",12/13/2015,12/15/2015,"Second Class",9.96,2,0,4.5816,2015-12-13
US-2014-130379_1818,US-2014-130379,JL-15235,"Office Supplies_Appliances_Harmony Air Purifier",5/25/2014,5/29/2014,"Standard Class",75.6,2,0.8,-166.32,2014-05-25
US-2014-130379_1819,US-2014-130379,JL-15235,"Furniture_Furnishings_Electrix Incandescent Magnifying Lamp, Black",5/25/2014,5/29/2014,"Standard Class",29.32,2,0.6,-24.189,2014-05-25
CA-2016-168956_1820,CA-2016-168956,EA-14035,"Office Supplies_Appliances_Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room",2/16/2016,2/20/2016,"Standard Class",92.064,6,0.8,-225.5568,2016-02-16
CA-2016-168956_1821,CA-2016-168956,EA-14035,"Office Supplies_Fasteners_Advantus Push Pins",2/16/2016,2/20/2016,"Standard Class",6.976,4,0.2,1.8312,2016-02-16
CA-2016-168956_1822,CA-2016-168956,EA-14035,"Furniture_Chairs_Global Stack Chair with Arms, Black",2/16/2016,2/20/2016,"Standard Class",62.958,3,0.3,-2.6982,2016-02-16
CA-2016-168956_1823,CA-2016-168956,EA-14035,"Office Supplies_Paper_Xerox 206",2/16/2016,2/20/2016,"Standard Class",5.184,1,0.2,1.8144,2016-02-16
CA-2016-167507_1824,CA-2016-167507,SA-20830,"Office Supplies_Binders_Avery 3 1/2" Diskette Storage Pages, 10/Pack",12/22/2016,12/28/2016,"Standard Class",31.32,10,0.7,-25.056,2016-12-22
CA-2016-167507_1825,CA-2016-167507,SA-20830,"Furniture_Furnishings_3M Hangers With Command Adhesive",12/22/2016,12/28/2016,"Standard Class",11.84,4,0.2,3.108,2016-12-22
CA-2016-167507_1826,CA-2016-167507,SA-20830,"Furniture_Furnishings_Seth Thomas 14" Day/Date Wall Clock",12/22/2016,12/28/2016,"Standard Class",22.784,1,0.2,4.8416,2016-12-22
CA-2016-109344_1827,CA-2016-109344,CH-12070,"Technology_Phones_Samsung Galaxy S4 Mini",02-08-2016,02-11-2016,"Second Class",1127.976,3,0.2,126.8973,2016-08-02
US-2015-140851_1828,US-2015-140851,ND-18460,"Office Supplies_Paper_Xerox 1931",7/13/2015,7/15/2015,"Second Class",38.88,6,0,18.6624,2015-07-13
CA-2014-103373_1829,CA-2014-103373,BS-11755,"Technology_Phones_Apple iPhone 5",5/18/2014,5/24/2014,"Standard Class",779.796,2,0.4,-168.9558,2014-05-18
CA-2017-145884_1830,CA-2017-145884,SL-20155,"Technology_Phones_Polycom VVX 310 VoIP phone",10/21/2017,10/21/2017,"Same Day",1439.92,8,0,374.3792,2017-10-21
CA-2017-145884_1831,CA-2017-145884,SL-20155,"Furniture_Tables_Bevis Boat-Shaped Conference Table",10/21/2017,10/21/2017,"Same Day",262.11,1,0,62.9064,2017-10-21
CA-2015-131422_1832,CA-2015-131422,GB-14530,"Furniture_Chairs_Harbour Creations Steel Folding Chair",11-05-2015,11-09-2015,"Standard Class",207,3,0.2,25.875,2015-05-11
CA-2017-162691_1833,CA-2017-162691,AS-10045,"Technology_Machines_Bady BDG101FRU Card Printer",08-01-2017,08-07-2017,"Standard Class",1439.982,3,0.4,-263.9967,2017-01-08
CA-2017-162691_1834,CA-2017-162691,AS-10045,"Office Supplies_Paper_Xerox 1998",08-01-2017,08-07-2017,"Standard Class",36.288,7,0.2,12.7008,2017-01-08
CA-2014-141278_1835,CA-2014-141278,RM-19375,"Office Supplies_Art_Newell 341",6/21/2014,6/24/2014,"First Class",21.4,5,0,6.206,2014-06-21
CA-2017-122693_1836,CA-2017-122693,NH-18610,"Office Supplies_Appliances_Kensington 7 Outlet MasterPiece Power Center",2/19/2017,2/21/2017,"Second Class",1245.86,7,0,361.2994,2017-02-19
CA-2014-117345_1837,CA-2014-117345,BF-10975,"Office Supplies_Labels_Self-Adhesive Address Labels for Typewriters by Universal",08-01-2014,08-05-2014,"Standard Class",17.544,3,0.2,5.9211,2014-01-08
CA-2014-117345_1838,CA-2014-117345,BF-10975,"Furniture_Furnishings_9-3/4 Diameter Round Wall Clock",08-01-2014,08-05-2014,"Standard Class",44.128,4,0.2,12.1352,2014-01-08
CA-2014-117345_1839,CA-2014-117345,BF-10975,"Office Supplies_Appliances_Honeywell Quietcare HEPA Air Cleaner",08-01-2014,08-05-2014,"Standard Class",62.92,1,0.2,10.2245,2014-01-08
CA-2014-117345_1840,CA-2014-117345,BF-10975,"Office Supplies_Paper_Xerox 1916",08-01-2014,08-05-2014,"Standard Class",78.304,2,0.2,29.364,2014-01-08
CA-2016-157763_1841,CA-2016-157763,KH-16330,"Furniture_Chairs_Hon Olson Stacker Stools",7/18/2016,7/23/2016,"Standard Class",140.81,1,0,39.4268,2016-07-18
CA-2015-135391_1842,CA-2015-135391,FA-14230,"Office Supplies_Labels_Round Specialty Laser Printer Labels",02-09-2015,02-11-2015,"Second Class",40.096,4,0.2,13.5324,2015-09-02
CA-2015-135391_1843,CA-2015-135391,FA-14230,"Furniture_Furnishings_Dana Fluorescent Magnifying Lamp, White, 36"",02-09-2015,02-11-2015,"Second Class",40.784,2,0.6,-30.588,2015-09-02
US-2017-113852_1844,US-2017-113852,GW-14605,"Technology_Accessories_Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",7/29/2017,08-02-2017,"Standard Class",90.57,3,0,11.7741,2017-07-29
US-2017-158512_1845,US-2017-158512,DA-13450,"Office Supplies_Paper_Xerox 195",01-12-2017,1/17/2017,"Second Class",40.08,6,0,19.2384,2017-12-01
US-2017-158512_1846,US-2017-158512,DA-13450,"Furniture_Furnishings_Flat Face Poster Frame",01-12-2017,1/17/2017,"Second Class",37.68,2,0,15.8256,2017-12-01
CA-2017-128370_1847,CA-2017-128370,FH-14275,"Furniture_Chairs_DMI Arturo Collection Mission-style Design Wood Chair",09-10-2017,09-10-2017,"Same Day",362.352,3,0.2,27.1764,2017-10-09
CA-2017-128370_1848,CA-2017-128370,FH-14275,"Office Supplies_Binders_Avery Non-Stick Binders",09-10-2017,09-10-2017,"Same Day",7.184,2,0.2,2.245,2017-10-09
CA-2015-160472_1849,CA-2015-160472,RK-19300,"Office Supplies_Storage_Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",7/20/2015,7/25/2015,"Second Class",34.76,1,0,9.7328,2015-07-20
CA-2015-160472_1850,CA-2015-160472,RK-19300,"Technology_Accessories_Imation Bio 8GB USB Flash Drive Imation Corp",7/20/2015,7/25/2015,"Second Class",831.2,5,0,124.68,2015-07-20
CA-2015-160472_1851,CA-2015-160472,RK-19300,"Office Supplies_Paper_Xerox 1981",7/20/2015,7/25/2015,"Second Class",26.4,5,0,11.88,2015-07-20
CA-2015-160472_1852,CA-2015-160472,RK-19300,"Office Supplies_Envelopes_White Envelopes, White Envelopes with Clear Poly Window",7/20/2015,7/25/2015,"Second Class",106.75,7,0,49.105,2015-07-20
CA-2015-160472_1853,CA-2015-160472,RK-19300,"Office Supplies_Paper_Tops White Computer Printout Paper",7/20/2015,7/25/2015,"Second Class",97.82,2,0,45.9754,2015-07-20
CA-2015-160472_1854,CA-2015-160472,RK-19300,"Office Supplies_Storage_Eldon Portable Mobile Manager",7/20/2015,7/25/2015,"Second Class",141.4,5,0,38.178,2015-07-20
CA-2014-114643_1855,CA-2014-114643,FM-14215,"Office Supplies_Art_Staples in misc. colors",6/13/2014,6/17/2014,"Standard Class",14.52,3,0,4.7916,2014-06-13
US-2017-158218_1856,US-2017-158218,AC-10420,"Office Supplies_Storage_Fellowes Bankers Box Stor/Drawer Steel Plus",05-12-2017,5/15/2017,"Second Class",127.92,5,0.2,-15.99,2017-12-05
US-2017-158218_1857,US-2017-158218,AC-10420,"Office Supplies_Binders_Wilson Jones Elliptical Ring 3 1/2" Capacity Binders, 800 sheets",05-12-2017,5/15/2017,"Second Class",34.24,4,0.8,-53.072,2017-12-05
CA-2015-121608_1858,CA-2015-121608,JB-15400,"Office Supplies_Appliances_Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",09-03-2015,09-05-2015,"First Class",137.62,2,0,60.5528,2015-03-09
CA-2015-121608_1859,CA-2015-121608,JB-15400,"Technology_Phones_Classic Ivory Antique Telephone ZL1810",09-03-2015,09-05-2015,"First Class",100.49,1,0,25.1225,2015-03-09
US-2017-121251_1860,US-2017-121251,GM-14440,"Furniture_Bookcases_Sauder Forest Hills Library with Doors, Woodland Oak Finish",3/26/2017,3/27/2017,"First Class",257.568,2,0.2,-28.9764,2017-03-26
US-2017-121251_1861,US-2017-121251,GM-14440,"Technology_Phones_Nokia Lumia 521 (T-Mobile)",3/26/2017,3/27/2017,"First Class",119.96,4,0,33.5888,2017-03-26
CA-2014-151078_1862,CA-2014-151078,RF-19840,"Office Supplies_Storage_Personal Filing Tote with Lid, Black/Gray",11-12-2014,11-12-2014,"Same Day",49.632,4,0.2,4.9632,2014-12-11
US-2016-100839_1863,US-2016-100839,NC-18625,"Furniture_Tables_Hon 5100 Series Wood Tables",10/13/2016,10/17/2016,"Standard Class",727.45,5,0.5,-465.568,2016-10-13
US-2016-100839_1864,US-2016-100839,NC-18625,"Furniture_Furnishings_Executive Impressions 8-1/2" Career Panel/Partition Cubicle Clock",10/13/2016,10/17/2016,"Standard Class",24.96,3,0.2,4.368,2016-10-13
US-2017-116659_1865,US-2017-116659,NG-18355,"Technology_Phones_Jabra SPEAK 410 Multidevice Speakerphone",11-12-2017,11-12-2017,"Same Day",370.782,3,0.4,-92.6955,2017-12-11
CA-2017-118857_1866,CA-2017-118857,AH-10075,"Furniture_Furnishings_Howard Miller 12" Round Wall Clock",4/15/2017,4/18/2017,"First Class",196.45,5,0,70.722,2017-04-15
CA-2015-127110_1867,CA-2015-127110,CH-12070,"Office Supplies_Paper_Xerox 211",6/25/2015,07-01-2015,"Standard Class",31.104,6,0.2,10.8864,2015-06-25
CA-2015-127110_1868,CA-2015-127110,CH-12070,"Office Supplies_Storage_Tennsco Industrial Shelving",6/25/2015,07-01-2015,"Standard Class",78.256,2,0.2,-17.6076,2015-06-25
CA-2016-148201_1869,CA-2016-148201,CC-12145,"Office Supplies_Paper_Xerox 1931",8/26/2016,8/29/2016,"Second Class",6.48,1,0,3.1104,2016-08-26
CA-2014-116932_1870,CA-2014-116932,ME-18010,"Office Supplies_Art_Newell 334",7/21/2014,7/25/2014,"Standard Class",99.2,5,0,25.792,2014-07-21
CA-2014-116932_1871,CA-2014-116932,ME-18010,"Furniture_Chairs_Global Troy Executive Leather Low-Back Tilter",7/21/2014,7/25/2014,"Standard Class",801.568,2,0.2,50.098,2014-07-21
CA-2014-116932_1872,CA-2014-116932,ME-18010,"Furniture_Tables_Hon 30" x 60" Table with Locking Drawer",7/21/2014,7/25/2014,"Standard Class",272.848,1,0.2,27.2848,2014-07-21
CA-2017-142888_1873,CA-2017-142888,BP-11230,"Furniture_Tables_Safco Drafting Table",11/21/2017,11/25/2017,"Standard Class",70.98,1,0,20.5842,2017-11-21
CA-2014-147914_1874,CA-2014-147914,MP-17470,"Office Supplies_Paper_Easy-staple paper",06-04-2014,06-09-2014,"Standard Class",16.224,2,0.2,5.8812,2014-04-06
US-2016-112977_1875,US-2016-112977,CJ-12010,"Furniture_Bookcases_O'Sullivan Living Dimensions 5-Shelf Bookcases",03-10-2016,3/16/2016,"Standard Class",176.784,1,0.2,-22.098,2016-10-03
CA-2017-112039_1876,CA-2017-112039,JC-15775,"Technology_Phones_Panasonic KX-TG9471B",3/25/2017,3/29/2017,"Standard Class",470.376,3,0.2,47.0376,2017-03-25
CA-2017-118885_1877,CA-2017-118885,JG-15160,"Furniture_Chairs_Global High-Back Leather Tilter, Burgundy",12/29/2017,01-02-2018,"Standard Class",393.568,4,0.2,-44.2764,2017-12-29
CA-2017-118885_1878,CA-2017-118885,JG-15160,"Technology_Phones_Adtran 1202752G1",12/29/2017,01-02-2018,"Standard Class",302.376,3,0.2,22.6782,2017-12-29
US-2017-166611_1879,US-2017-166611,CK-12760,"Office Supplies_Binders_Canvas Sectional Post Binders",3/28/2017,04-02-2017,"Standard Class",68.742,9,0.7,-48.1194,2017-03-28
CA-2015-109512_1880,CA-2015-109512,LF-17185,"Office Supplies_Envelopes_Staple envelope",03-05-2015,03-05-2015,"Same Day",29.34,3,0,14.67,2015-05-03
CA-2015-109512_1881,CA-2015-109512,LF-17185,"Furniture_Chairs_Global Value Mid-Back Manager's Chair, Gray",03-05-2015,03-05-2015,"Same Day",383.607,7,0.1,63.9345,2015-05-03
CA-2015-109512_1882,CA-2015-109512,LF-17185,"Office Supplies_Storage_Fellowes Strictly Business Drawer File, Letter/Legal Size",03-05-2015,03-05-2015,"Same Day",563.4,4,0,67.608,2015-05-03
CA-2016-118570_1883,CA-2016-118570,CC-12430,"Office Supplies_Paper_White Computer Printout Paper by Universal",11/13/2016,11/17/2016,"Standard Class",217.056,7,0.2,78.6828,2016-11-13
CA-2017-154718_1884,CA-2017-154718,DL-12865,"Office Supplies_Labels_Avery 510",1/19/2017,1/23/2017,"Second Class",6,2,0.2,2.1,2017-01-19
CA-2016-147578_1885,CA-2016-147578,PG-18895,"Furniture_Furnishings_Ultra Door Pull Handle",4/22/2016,4/26/2016,"Second Class",31.56,3,0,10.4148,2016-04-22
CA-2014-140165_1886,CA-2014-140165,EH-14005,"Office Supplies_Fasteners_Staples",5/13/2014,5/15/2014,"First Class",7.104,2,0.2,2.3976,2014-05-13
CA-2014-140165_1887,CA-2014-140165,EH-14005,"Office Supplies_Binders_GBC DocuBind P100 Manual Binding Machine",5/13/2014,5/15/2014,"First Class",398.352,8,0.7,-331.96,2014-05-13
CA-2014-142587_1888,CA-2014-142587,TB-21520,"Office Supplies_Appliances_Fellowes Superior 10 Outlet Split Surge Protector",10/21/2014,10/22/2014,"First Class",121.792,4,0.2,13.7016,2014-10-21
CA-2014-142587_1889,CA-2014-142587,TB-21520,"Furniture_Tables_Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",10/21/2014,10/22/2014,"First Class",409.59,3,0.4,-122.877,2014-10-21
CA-2014-157623_1890,CA-2014-157623,DK-13225,"Office Supplies_Paper_Xerox 1972",3/14/2014,3/18/2014,"Standard Class",10.56,2,0,4.752,2014-03-14
CA-2014-157623_1891,CA-2014-157623,DK-13225,"Office Supplies_Art_Avery Hi-Liter Fluorescent Desk Style Markers",3/14/2014,3/18/2014,"Standard Class",3.38,1,0,1.2506,2014-03-14
CA-2017-145310_1892,CA-2017-145310,JP-15520,"Office Supplies_Envelopes_Staple envelope",12/22/2017,12/24/2017,"Second Class",7.824,1,0.2,2.934,2017-12-22
CA-2016-100083_1893,CA-2016-100083,CD-11980,"Office Supplies_Paper_IBM Multi-Purpose Copy Paper, 8 1/2 x 11", Case",11/24/2016,11/29/2016,"Standard Class",24.784,1,0.2,7.745,2016-11-24
US-2017-108063_1894,US-2017-108063,AS-10090,"Office Supplies_Art_Newell 309",12-02-2017,12-05-2017,"First Class",34.65,3,0,10.395,2017-02-12
CA-2015-109197_1895,CA-2015-109197,JO-15280,"Office Supplies_Binders_Ibico Hi-Tech Manual Binding System",12/31/2015,01-04-2016,"Standard Class",487.984,2,0.2,152.495,2015-12-31
CA-2017-141789_1896,CA-2017-141789,AC-10450,"Office Supplies_Binders_GBC DocuBind TL300 Electric Binding System",10-03-2017,10-06-2017,"First Class",1793.98,2,0,843.1706,2017-03-10
CA-2014-169775_1897,CA-2014-169775,RA-19945,"Office Supplies_Envelopes_Jiffy Padded Mailers with Self-Seal Closure",8/29/2014,09-02-2014,"Second Class",29.808,2,0.2,10.8054,2014-08-29
CA-2014-169775_1898,CA-2014-169775,RA-19945,"Office Supplies_Binders_GBC DocuBind 200 Manual Binding Machine",8/29/2014,09-02-2014,"Second Class",505.176,4,0.7,-336.784,2014-08-29
CA-2014-169775_1899,CA-2014-169775,RA-19945,"Furniture_Tables_Balt Solid Wood Rectangular Table",8/29/2014,09-02-2014,"Second Class",174.0585,3,0.45,-110.7645,2014-08-29
CA-2016-140543_1900,CA-2016-140543,Co-12640,"Office Supplies_Storage_Fellowes Bankers Box Stor/Drawer Steel Plus",6/29/2016,07-03-2016,"Second Class",191.88,6,0,19.188,2016-06-29
CA-2016-151141_1901,CA-2016-151141,DW-13480,"Technology_Phones_SKILCRAFT Telephone Shoulder Rest, 2" x 6.5" x 2.5", Black",8/20/2016,8/23/2016,"First Class",14.78,2,0,3.9906,2016-08-20
CA-2017-167094_1902,CA-2017-167094,DK-12835,"Office Supplies_Paper_Xerox 218",10/21/2017,10/22/2017,"First Class",5.184,1,0.2,1.8144,2017-10-21
CA-2017-167094_1903,CA-2017-167094,DK-12835,"Furniture_Chairs_Global Comet Stacking Armless Chair",10/21/2017,10/22/2017,"First Class",478.48,2,0.2,47.848,2017-10-21
CA-2017-167094_1904,CA-2017-167094,DK-12835,"Technology_Accessories_Memorex Froggy Flash Drive 8 GB",10/21/2017,10/22/2017,"First Class",28.4,2,0.2,6.745,2017-10-21
CA-2017-154410_1905,CA-2017-154410,MD-17860,"Office Supplies_Storage_SAFCO Boltless Steel Shelving",10/21/2017,10/24/2017,"First Class",909.12,8,0,9.0912,2017-10-21
US-2016-150567_1906,US-2016-150567,RP-19855,"Office Supplies_Binders_Pressboard Hanging Data Binders for Unburst Sheets",5/17/2016,5/21/2016,"Standard Class",2.952,2,0.7,-2.1648,2016-05-17
US-2016-150567_1907,US-2016-150567,RP-19855,"Office Supplies_Binders_GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",5/17/2016,5/21/2016,"Standard Class",27.018,6,0.7,-21.6144,2016-05-17
CA-2015-157959_1908,CA-2015-157959,RW-19540,"Furniture_Furnishings_Hand-Finished Solid Wood Document Frame",02-03-2015,02-04-2015,"First Class",136.92,4,0,41.076,2015-03-02
CA-2017-105886_1909,CA-2017-105886,DB-13660,"Furniture_Furnishings_DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",12/18/2017,12/23/2017,"Standard Class",18.96,2,0,8.532,2017-12-18
CA-2016-105963_1910,CA-2016-105963,SC-20770,"Technology_Accessories_Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",11/15/2016,11/22/2016,"Standard Class",99.39,3,0,40.7499,2016-11-15
CA-2017-121503_1911,CA-2017-121503,FH-14275,"Office Supplies_Paper_Xerox 1891",07-03-2017,07-06-2017,"Second Class",273.896,7,0.2,92.4399,2017-03-07
CA-2017-121503_1912,CA-2017-121503,FH-14275,"Technology_Machines_Hewlett-Packard Deskjet 5550 Printer",07-03-2017,07-06-2017,"Second Class",597.132,3,0.4,49.761,2017-03-07
CA-2014-103366_1913,CA-2014-103366,EH-13990,"Technology_Accessories_Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",1/15/2014,1/17/2014,"First Class",149.95,5,0,65.978,2014-01-15
CA-2017-124597_1914,CA-2017-124597,AS-10630,"Office Supplies_Labels_Avery 474",4/30/2017,05-05-2017,"Standard Class",4.608,2,0.2,1.6704,2017-04-30
CA-2017-124597_1915,CA-2017-124597,AS-10630,"Office Supplies_Art_Staples in misc. colors",4/30/2017,05-05-2017,"Standard Class",15.528,3,0.2,4.8525,2017-04-30
CA-2017-124597_1916,CA-2017-124597,AS-10630,"Office Supplies_Labels_Avery 499",4/30/2017,05-05-2017,"Standard Class",11.952,3,0.2,3.8844,2017-04-30
CA-2015-105634_1917,CA-2015-105634,HA-14905,"Office Supplies_Art_American Pencil",11-08-2015,11/14/2015,"Standard Class",11.65,5,0,3.3785,2015-08-11
CA-2015-123673_1918,CA-2015-123673,CH-12070,"Technology_Phones_Panasonic KX T7736-B Digital phone",10/30/2015,11-01-2015,"Second Class",299.9,2,0,74.975,2015-10-30
US-2017-111423_1919,US-2017-111423,EH-13765,"Office Supplies_Binders_GBC DocuBind TL200 Manual Binding Machine",8/17/2017,8/19/2017,"First Class",895.92,5,0.2,302.373,2017-08-17
US-2017-111423_1920,US-2017-111423,EH-13765,"Furniture_Chairs_Global Commerce Series Low-Back Swivel/Tilt Chairs",8/17/2017,8/19/2017,"First Class",462.564,2,0.1,97.6524,2017-08-17
CA-2015-125178_1921,CA-2015-125178,MZ-17515,"Office Supplies_Storage_Staple magnet",10-03-2015,10-09-2015,"Standard Class",15.008,2,0.2,1.5008,2015-03-10
CA-2016-156685_1922,CA-2016-156685,SC-20230,"Technology_Phones_Cisco SPA 502G IP Phone",07-08-2016,07-10-2016,"Second Class",863.64,9,0.2,107.955,2016-08-07
CA-2016-156685_1923,CA-2016-156685,SC-20230,"Office Supplies_Art_Newell 345",07-08-2016,07-10-2016,"Second Class",47.616,3,0.2,3.5712,2016-08-07
